epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,4132.74,0.90385,0.44076,1.18155,0.99281,0.99863,0.995,0.80699,0.37905,3.74087,0.49548,0.0015677,0.0015677,0.0015677
133,4170.24,0.91977,0.45518,1.18558,0.99759,0.99751,0.995,0.81961,0.36004,1.2788,0.48456,0.0015644,0.0015644,0.0015644
134,4203.06,0.94398,0.45651,1.21874,0.99519,0.99737,0.995,0.74621,0.44092,2.0837,0.51609,0.0015611,0.0015611,0.0015611
135,4235.62,0.97737,0.45678,1.22716,0.994,0.99036,0.99495,0.75381,0.45017,13.609,0.51901,0.0015578,0.0015578,0.0015578
136,4271.79,0.90116,0.45056,1.18985,0.99477,0.99036,0.99493,0.85387,0.30879,9.36731,0.47737,0.0015545,0.0015545,0.0015545
137,4306.18,0.99422,0.47336,1.25588,0.99703,0.99518,0.995,0.76629,0.45492,2.12522,0.53399,0.0015512,0.0015512,0.0015512
138,4340.08,1.03295,0.48354,1.25689,0.99561,0.99518,0.99498,0.76156,0.47174,11.6739,0.55261,0.0015479,0.0015479,0.0015479
139,4358.82,0.95191,0.46224,1.20824,0.99682,1,0.995,0.82166,0.35951,1.22251,0.49785,0.0015446,0.0015446,0.0015446
140,4388.56,0.94234,0.46268,1.21283,0.99896,1,0.995,0.76208,0.46457,1.69595,0.53612,0.0015413,0.0015413,0.0015413
141,4429.32,0.93909,0.44276,1.20994,0.99787,0.99759,0.995,0.7553,0.49382,0.86862,0.5638,0.001538,0.001538,0.001538
142,4459.45,0.97171,0.45944,1.22547,0.99224,0.99759,0.995,0.84248,0.32532,0.42884,0.49793,0.0015347,0.0015347,0.0015347
143,4494.32,1.0209,0.47559,1.26606,0.99759,0.99678,0.99495,0.85503,0.31731,0.40576,0.48056,0.0015314,0.0015314,0.0015314
144,4527.41,0.94923,0.45728,1.21013,0.99953,1,0.995,0.83877,0.36743,1.29199,0.49191,0.0015281,0.0015281,0.0015281
145,4563.97,0.92386,0.43942,1.20141,0.99953,1,0.995,0.66252,0.65579,1.87602,0.60413,0.0015248,0.0015248,0.0015248
146,4589.51,0.95043,0.45902,1.21603,0.99866,1,0.995,0.81132,0.36788,1.19594,0.49072,0.0015215,0.0015215,0.0015215
147,4614.3,0.89586,0.43234,1.18069,0.99959,1,0.995,0.85951,0.32328,0.52137,0.47464,0.0015182,0.0015182,0.0015182
148,4651.12,0.9637,0.44416,1.21202,0.99965,1,0.995,0.85524,0.32651,0.26803,0.47049,0.0015149,0.0015149,0.0015149
149,4685.51,0.9387,0.45598,1.21028,0.99917,1,0.995,0.86222,0.29167,0.45559,0.46033,0.0015116,0.0015116,0.0015116
150,4728.34,0.91928,0.45961,1.19424,1,0.99452,0.995,0.86322,0.30836,0.74297,0.48707,0.0015083,0.0015083,0.0015083
151,4760.23,0.88976,0.43407,1.16884,0.99896,1,0.995,0.87177,0.29224,0.79173,0.45874,0.001505,0.001505,0.001505
152,4797.19,0.90502,0.43807,1.17975,0.99944,1,0.995,0.76842,0.44208,1.09165,0.50856,0.0015017,0.0015017,0.0015017
153,4831.89,0.8778,0.4457,1.16807,0.9973,1,0.995,0.83835,0.32719,1.39958,0.46734,0.0014984,0.0014984,0.0014984
154,4863.26,0.90959,0.44,1.18653,0.99979,1,0.995,0.84678,0.35098,0.2377,0.46872,0.0014951,0.0014951,0.0014951
155,4884.17,0.88489,0.43212,1.15871,0.99965,1,0.995,0.82736,0.37783,0.26262,0.47336,0.0014918,0.0014918,0.0014918
156,4917.56,0.87009,0.42112,1.15415,0.99985,1,0.995,0.76376,0.47264,0.55651,0.51145,0.0014885,0.0014885,0.0014885
157,4946.87,0.8955,0.43286,1.17438,0.99904,1,0.995,0.75716,0.4758,1.68536,0.51479,0.0014852,0.0014852,0.0014852
158,4971.24,0.8977,0.42835,1.16737,0.99903,1,0.995,0.78472,0.41812,1.53678,0.49672,0.0014819,0.0014819,0.0014819
159,5002.39,0.90024,0.42931,1.17772,0.99767,1,0.995,0.79841,0.40308,0.84325,0.49559,0.0014786,0.0014786,0.0014786
160,5031.1,0.87794,0.42227,1.15208,0.99657,1,0.995,0.72495,0.50951,1.19711,0.5334,0.0014753,0.0014753,0.0014753
161,5054.86,0.8968,0.43581,1.17748,0.9581,0.95422,0.98248,0.76692,0.42875,3.73385,0.50672,0.001472,0.001472,0.001472
162,5087.61,0.93511,0.44843,1.20189,1,0.99976,0.995,0.80061,0.39593,0.46967,0.47743,0.0014687,0.0014687,0.0014687
163,5128.23,0.8816,0.42498,1.15773,1,0.99671,0.995,0.83206,0.35141,5.18034,0.46611,0.0014654,0.0014654,0.0014654
164,5158.88,0.92689,0.44456,1.18811,0.99894,1,0.995,0.78962,0.39972,9.44679,0.4802,0.0014621,0.0014621,0.0014621
165,5181.81,0.91509,0.44314,1.18627,0.9991,1,0.995,0.811,0.37506,2.31552,0.48296,0.0014588,0.0014588,0.0014588
166,5204.18,0.933,0.44556,1.19458,0.9996,1,0.995,0.85885,0.31674,4.38359,0.4627,0.0014555,0.0014555,0.0014555
